name;ul_x;ul_y;ll_x;ll_y;lr_x;lr_y;ur_x;ur_y
columnsep;227;0;413;3083;1060;3083;1037;0
header;203;131;203;175;1866;175;1866;131
A;475;174;475;174;477;174;477;174
A;1009;201;1009;227;1028;227;1028;201
B;962;608;962;636;991;636;991;608
D;516;840;516;866;545;866;545;840
B;1007;868;1007;895;1028;895;1028;868
A;883;1574;883;1600;897;1600;897;1574
C;1012;1634;1012;1662;1032;1662;1032;1634
A;1022;1872;1022;1872;1024;1872;1024;1872
A;694;1995;694;2019;706;2019;706;1995
D;1017;2301;1017;2327;1038;2327;1038;2301
C;603;2307;603;2334;621;2334;621;2307
A;407;2347;407;2349;409;2349;409;2347
